"Date","Month","Year","DayNumber","SAC","SJR","YOLO","EXPORT","BND_flow","DCC","DCC_opened"
1930-09-21,9,1930,21,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-22,9,1930,22,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-23,9,1930,23,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-24,9,1930,24,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-25,9,1930,25,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-26,9,1930,26,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-27,9,1930,27,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-28,9,1930,28,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-29,9,1930,29,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-09-30,9,1930,30,9353.93150954609,960.532660659471,231.73194585717,5146.32372860126,4753.81566271457,30,"Yes"
1930-10-01,10,1930,1,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-02,10,1930,2,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-03,10,1930,3,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-04,10,1930,4,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-05,10,1930,5,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-06,10,1930,6,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-07,10,1930,7,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-08,10,1930,8,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-09,10,1930,9,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-10,10,1930,10,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-11,10,1930,11,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-12,10,1930,12,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-13,10,1930,13,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-14,10,1930,14,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-15,10,1930,15,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-16,10,1930,16,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-17,10,1930,17,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-18,10,1930,18,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-19,10,1930,19,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-20,10,1930,20,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-21,10,1930,21,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-22,10,1930,22,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-23,10,1930,23,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-24,10,1930,24,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-25,10,1930,25,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-26,10,1930,26,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-27,10,1930,27,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-28,10,1930,28,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-29,10,1930,29,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-30,10,1930,30,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-10-31,10,1930,31,6146.90258243722,1840.61117203159,49.6641570882853,3464.28458334234,5337.11079290666,0,"No"
1930-11-01,11,1930,1,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-02,11,1930,2,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-03,11,1930,3,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-04,11,1930,4,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-05,11,1930,5,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-06,11,1930,6,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-07,11,1930,7,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-08,11,1930,8,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-09,11,1930,9,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-10,11,1930,10,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-11,11,1930,11,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-12,11,1930,12,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-13,11,1930,13,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-14,11,1930,14,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-15,11,1930,15,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-16,11,1930,16,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-17,11,1930,17,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-18,11,1930,18,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-19,11,1930,19,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-20,11,1930,20,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-21,11,1930,21,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-22,11,1930,22,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-23,11,1930,23,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-24,11,1930,24,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-25,11,1930,25,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-26,11,1930,26,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-27,11,1930,27,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-28,11,1930,28,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-29,11,1930,29,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-11-30,11,1930,30,7083.37141383277,1467.1263867839,88.0158066607968,3749.09835365319,5027.43913185588,0,"No"
1930-12-01,12,1930,1,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-02,12,1930,2,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-03,12,1930,3,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-04,12,1930,4,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-05,12,1930,5,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-06,12,1930,6,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-07,12,1930,7,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-08,12,1930,8,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-09,12,1930,9,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-10,12,1930,10,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-11,12,1930,11,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-12,12,1930,12,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-13,12,1930,13,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-14,12,1930,14,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"Yes"
1930-12-15,12,1930,15,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-16,12,1930,16,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-17,12,1930,17,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-18,12,1930,18,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-19,12,1930,19,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-20,12,1930,20,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-21,12,1930,21,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-22,12,1930,22,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-23,12,1930,23,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-24,12,1930,24,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-25,12,1930,25,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-26,12,1930,26,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-27,12,1930,27,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-28,12,1930,28,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-29,12,1930,29,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-30,12,1930,30,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1930-12-31,12,1930,31,8651.73894931824,1207.00570910395,80.6611840428895,2504.36349560446,6273.17964241678,14,"No"
1931-01-01,1,1931,1,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-02,1,1931,2,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-03,1,1931,3,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-04,1,1931,4,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-05,1,1931,5,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-06,1,1931,6,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-07,1,1931,7,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-08,1,1931,8,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-09,1,1931,9,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-10,1,1931,10,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-11,1,1931,11,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-12,1,1931,12,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-13,1,1931,13,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-14,1,1931,14,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-15,1,1931,15,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-16,1,1931,16,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-17,1,1931,17,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-18,1,1931,18,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-19,1,1931,19,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-20,1,1931,20,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-21,1,1931,21,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-22,1,1931,22,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-23,1,1931,23,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-24,1,1931,24,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-25,1,1931,25,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-26,1,1931,26,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-27,1,1931,27,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-28,1,1931,28,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-29,1,1931,29,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-30,1,1931,30,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-01-31,1,1931,31,12934.7320492655,1791.16179159366,447.956912391351,7192.92521551938,6404.47758641171,0,"No"
1931-02-01,2,1931,1,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-02,2,1931,2,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-03,2,1931,3,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-04,2,1931,4,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-05,2,1931,5,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-06,2,1931,6,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-07,2,1931,7,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-08,2,1931,8,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-09,2,1931,9,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-10,2,1931,10,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-11,2,1931,11,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-12,2,1931,12,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-13,2,1931,13,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-14,2,1931,14,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-15,2,1931,15,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-16,2,1931,16,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-17,2,1931,17,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-18,2,1931,18,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-19,2,1931,19,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-20,2,1931,20,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-21,2,1931,21,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-22,2,1931,22,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-23,2,1931,23,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-24,2,1931,24,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-25,2,1931,25,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-26,2,1931,26,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-27,2,1931,27,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-02-28,2,1931,28,12253.8840022457,1695.5799379816,183.240375462248,4277.47453159581,5292.99019666215,0,"No"
1931-03-01,3,1931,1,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-02,3,1931,2,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-03,3,1931,3,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-04,3,1931,4,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-05,3,1931,5,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-06,3,1931,6,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-07,3,1931,7,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-08,3,1931,8,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-09,3,1931,9,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-10,3,1931,10,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-11,3,1931,11,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-12,3,1931,12,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-13,3,1931,13,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-14,3,1931,14,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-15,3,1931,15,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-16,3,1931,16,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-17,3,1931,17,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-18,3,1931,18,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-19,3,1931,19,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-20,3,1931,20,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-21,3,1931,21,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-22,3,1931,22,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-23,3,1931,23,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-24,3,1931,24,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-25,3,1931,25,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-26,3,1931,26,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-27,3,1931,27,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-28,3,1931,28,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-29,3,1931,29,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-30,3,1931,30,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-03-31,3,1931,31,8377.28328313794,1739.95177895747,107.321460854959,2819.80102142876,4869.14868311409,0,"No"
1931-04-01,4,1931,1,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-02,4,1931,2,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-03,4,1931,3,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-04,4,1931,4,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-05,4,1931,5,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-06,4,1931,6,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-07,4,1931,7,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-08,4,1931,8,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-09,4,1931,9,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-10,4,1931,10,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-11,4,1931,11,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-12,4,1931,12,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-13,4,1931,13,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-14,4,1931,14,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-15,4,1931,15,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-16,4,1931,16,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-17,4,1931,17,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-18,4,1931,18,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-19,4,1931,19,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-20,4,1931,20,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-21,4,1931,21,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-22,4,1931,22,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-23,4,1931,23,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-24,4,1931,24,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-25,4,1931,25,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-26,4,1931,26,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-27,4,1931,27,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-28,4,1931,28,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-29,4,1931,29,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-04-30,4,1931,30,9977.79858238311,1529.25410694412,255.26562038078,2101.50392731207,7477.79554401618,0,"No"
1931-05-01,5,1931,1,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-02,5,1931,2,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-03,5,1931,3,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-04,5,1931,4,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-05,5,1931,5,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-06,5,1931,6,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-07,5,1931,7,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-08,5,1931,8,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-09,5,1931,9,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-10,5,1931,10,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-11,5,1931,11,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
1931-05-12,5,1931,12,6910.02233406225,1436.36330027467,176.09034407707,2147.88770200152,7615.69542188323,0,"No"
