"Date","Month","Year","DayNumber","SAC","SJR","YOLO","EXPORT","BND_flow","DCC","DCC_opened"
1922-01-07,1,1922,7,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-08,1,1922,8,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-09,1,1922,9,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-10,1,1922,10,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-11,1,1922,11,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-12,1,1922,12,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-13,1,1922,13,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-14,1,1922,14,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-15,1,1922,15,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-16,1,1922,16,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-17,1,1922,17,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-18,1,1922,18,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-19,1,1922,19,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-20,1,1922,20,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-21,1,1922,21,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-22,1,1922,22,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-23,1,1922,23,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-24,1,1922,24,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-25,1,1922,25,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-26,1,1922,26,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-27,1,1922,27,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-28,1,1922,28,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-29,1,1922,29,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-30,1,1922,30,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-01-31,1,1922,31,21610.3853600994,3583.34455692333,268.147081021991,7096.69256350975,5360.2202670666,0,"No"
1922-02-01,2,1922,1,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-02,2,1922,2,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-03,2,1922,3,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-04,2,1922,4,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-05,2,1922,5,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-06,2,1922,6,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-07,2,1922,7,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-08,2,1922,8,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-09,2,1922,9,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-10,2,1922,10,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-11,2,1922,11,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-12,2,1922,12,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-13,2,1922,13,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-14,2,1922,14,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-15,2,1922,15,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-16,2,1922,16,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-17,2,1922,17,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-18,2,1922,18,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-19,2,1922,19,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-20,2,1922,20,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-21,2,1922,21,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-22,2,1922,22,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-23,2,1922,23,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-24,2,1922,24,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-25,2,1922,25,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-26,2,1922,26,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-27,2,1922,27,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-02-28,2,1922,28,50198.8688719576,11033.9053904462,4389.1135199458,11588.0655895592,12040.1799014126,0,"No"
1922-03-01,3,1922,1,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-02,3,1922,2,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-03,3,1922,3,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-04,3,1922,4,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-05,3,1922,5,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-06,3,1922,6,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-07,3,1922,7,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-08,3,1922,8,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-09,3,1922,9,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-10,3,1922,10,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-11,3,1922,11,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-12,3,1922,12,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-13,3,1922,13,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-14,3,1922,14,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-15,3,1922,15,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-16,3,1922,16,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-17,3,1922,17,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-18,3,1922,18,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-19,3,1922,19,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-20,3,1922,20,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-21,3,1922,21,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-22,3,1922,22,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-23,3,1922,23,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-24,3,1922,24,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-25,3,1922,25,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-26,3,1922,26,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-27,3,1922,27,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-28,3,1922,28,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-29,3,1922,29,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-30,3,1922,30,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-03-31,3,1922,31,44980.4678521202,8322.58651218098,283.122689222547,7958.26894166032,8810.87346058351,0,"No"
1922-04-01,4,1922,1,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-02,4,1922,2,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-03,4,1922,3,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-04,4,1922,4,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-05,4,1922,5,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-06,4,1922,6,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-07,4,1922,7,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-08,4,1922,8,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-09,4,1922,9,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-10,4,1922,10,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-11,4,1922,11,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-12,4,1922,12,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-13,4,1922,13,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-14,4,1922,14,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-15,4,1922,15,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-16,4,1922,16,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-17,4,1922,17,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-18,4,1922,18,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-19,4,1922,19,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-20,4,1922,20,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-21,4,1922,21,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-22,4,1922,22,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-23,4,1922,23,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-24,4,1922,24,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-25,4,1922,25,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-26,4,1922,26,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-27,4,1922,27,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-28,4,1922,28,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-29,4,1922,29,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-04-30,4,1922,30,29307.9708751238,8741.7017953814,378.521632364731,4842.81739932314,7747.03004934579,0,"No"
1922-05-01,5,1922,1,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-02,5,1922,2,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-03,5,1922,3,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-04,5,1922,4,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-05,5,1922,5,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-06,5,1922,6,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-07,5,1922,7,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-08,5,1922,8,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-09,5,1922,9,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-10,5,1922,10,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-11,5,1922,11,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-12,5,1922,12,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-13,5,1922,13,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-14,5,1922,14,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-15,5,1922,15,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-16,5,1922,16,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-17,5,1922,17,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-18,5,1922,18,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-19,5,1922,19,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-20,5,1922,20,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-21,5,1922,21,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-22,5,1922,22,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-23,5,1922,23,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-24,5,1922,24,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-25,5,1922,25,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-26,5,1922,26,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-27,5,1922,27,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-28,5,1922,28,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-29,5,1922,29,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-30,5,1922,30,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-05-31,5,1922,31,23642.6165386346,10008.5413373203,343.757410345368,5509.55709730994,10428.7491955235,0,"No"
1922-06-01,6,1922,1,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-02,6,1922,2,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-03,6,1922,3,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-04,6,1922,4,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-05,6,1922,5,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-06,6,1922,6,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-07,6,1922,7,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-08,6,1922,8,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-09,6,1922,9,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-10,6,1922,10,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-11,6,1922,11,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-12,6,1922,12,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-13,6,1922,13,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-14,6,1922,14,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-15,6,1922,15,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-16,6,1922,16,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-17,6,1922,17,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-18,6,1922,18,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-19,6,1922,19,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
1922-06-20,6,1922,20,11361.4364611348,4140.37811716729,256.780217890955,5949.45375665714,11334.1275353491,26,"Yes"
